dataset_base,algorithm,rho,num_clients,complete_before,queued_runs,existing_acc_csvs
Cifar10,FedAS,0.6,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260602/time_204435/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_034845/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_034848/acc.csv
Cifar10,FedAS,0.8,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260602/time_220334/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_053745/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_054129/acc.csv
Cifar10,FedAvg,0.0,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260602/time_232003/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260613/time_072629/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260613/time_073131/acc.csv
Cifar10,FedAvg,0.2,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260602/time_235802/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260613/time_082133/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260613/time_082617/acc.csv
Cifar10,FedAvg,0.4,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_003516/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260613/time_091507/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260613/time_092029/acc.csv
Cifar10,FedAvg,0.6,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_011317/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_101006/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_101509/acc.csv
Cifar10,FedAvg,0.8,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_015101/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_110455/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_111008/acc.csv
Cifar10,FedBN,0.0,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_022843/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260613/time_120002/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260613/time_120552/acc.csv
Cifar10,FedBN,0.2,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_030212/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260613/time_124637/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260613/time_125315/acc.csv
Cifar10,FedBN,0.4,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_033545/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260613/time_133347/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260613/time_133942/acc.csv
Cifar10,FedBN,0.6,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_040914/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_142102/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_142725/acc.csv
Cifar10,FedBN,0.8,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_044248/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_150931/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_151555/acc.csv
Cifar10,FedCross,0.0,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_051622/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260613/time_155805/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260613/time_160259/acc.csv
Cifar10,FedCross,0.2,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_060622/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260613/time_175812/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260613/time_180333/acc.csv
Cifar10,FedCross,0.4,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_065618/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260613/time_195713/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260613/time_200236/acc.csv
Cifar10,FedCross,0.6,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_080058/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_215638/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260613/time_220159/acc.csv
Cifar10,FedCross,0.8,50,3,0,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_085548/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260613/time_235454/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260614/time_000019/acc.csv
Cifar10,pFedMe,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_131203/acc.csv
Cifar10,pFedMe,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_224805/acc.csv
Cifar10,pFedMe,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.4/NC_50/date_20260604/time_064203/acc.csv
Cifar10,pFedMe,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.6/NC_50/date_20260606/time_002607/acc.csv
Cifar10,pFedMe,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.8/NC_50/date_20260607/time_034858/acc.csv
Cifar10,FedProx,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.0/NC_50/date_20260609/time_010734/acc.csv
Cifar10,FedProx,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.2/NC_50/date_20260609/time_040810/acc.csv
Cifar10,FedProx,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.4/NC_50/date_20260609/time_051607/acc.csv
Cifar10,FedProx,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.6/NC_50/date_20260609/time_055514/acc.csv
Cifar10,FedProx,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.8/NC_50/date_20260609/time_111304/acc.csv
FashionMNIST,cwFedAvg,0.0,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260605/time_152207/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_011539/acc.csv
FashionMNIST,cwFedAvg,0.2,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260605/time_152207/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_085208/acc.csv
FashionMNIST,cwFedAvg,0.4,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260605/time_152207/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_093651/acc.csv
FashionMNIST,cwFedAvg,0.6,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260605/time_152207/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_102145/acc.csv
FashionMNIST,cwFedAvg,0.8,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260605/time_163348/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_110658/acc.csv
FashionMNIST,FedALA,0.0,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.0/NC_50/date_20260605/time_163445/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_114614/acc.csv
FashionMNIST,FedALA,0.2,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.2/NC_50/date_20260605/time_163454/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_121746/acc.csv
FashionMNIST,FedALA,0.4,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.4/NC_50/date_20260605/time_163516/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_124910/acc.csv
FashionMNIST,FedALA,0.6,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.6/NC_50/date_20260605/time_174440/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_131944/acc.csv
FashionMNIST,FedALA,0.8,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.8/NC_50/date_20260605/time_175514/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_135004/acc.csv
FashionMNIST,FedAS,0.0,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.0/NC_50/date_20260605/time_175520/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_142133/acc.csv
FashionMNIST,FedAS,0.2,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.2/NC_50/date_20260605/time_175520/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_153049/acc.csv
FashionMNIST,FedAS,0.4,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.4/NC_50/date_20260605/time_185055/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_164010/acc.csv
FashionMNIST,FedAS,0.6,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260605/time_185837/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_174906/acc.csv
FashionMNIST,FedAS,0.8,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260605/time_212205/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_185810/acc.csv
FashionMNIST,FedAvg,0.0,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260605/time_212252/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_201109/acc.csv
FashionMNIST,FedAvg,0.2,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260605/time_220547/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_204154/acc.csv
FashionMNIST,FedAvg,0.4,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260605/time_221144/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_211205/acc.csv
FashionMNIST,FedAvg,0.6,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260605/time_225158/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_214231/acc.csv
FashionMNIST,FedAvg,0.8,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260605/time_233628/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_221342/acc.csv
FashionMNIST,FedBN,0.0,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260605/time_234217/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_224439/acc.csv
FashionMNIST,FedBN,0.2,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260606/time_002849/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_231048/acc.csv
FashionMNIST,FedBN,0.4,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260606/time_003117/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_233705/acc.csv
FashionMNIST,FedBN,0.6,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260606/time_005532/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260611/time_000325/acc.csv
