45	Cifar10	FedBN	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
46	Cifar10	FedBN	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
47	Cifar10	FedBN	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
48	Cifar10	FedBN	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
49	Cifar10	FedBN	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
50	Cifar10	FedBN	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
51	Cifar10	FedCross	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
52	Cifar10	FedCross	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
53	Cifar10	FedCross	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
54	Cifar10	FedCross	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
55	Cifar10	FedCross	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
56	Cifar10	FedCross	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
57	Cifar10	FedCross	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
58	Cifar10	FedCross	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
59	Cifar10	FedCross	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
60	Cifar10	FedCross	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
61	Cifar10	pFedMe	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
62	Cifar10	pFedMe	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
63	Cifar10	pFedMe	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
64	Cifar10	pFedMe	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
65	Cifar10	pFedMe	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
66	Cifar10	pFedMe	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
67	Cifar10	pFedMe	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
68	Cifar10	pFedMe	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
69	Cifar10	pFedMe	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
70	Cifar10	pFedMe	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
71	Cifar10	FedProx	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
72	Cifar10	FedProx	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
73	Cifar10	FedProx	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
74	Cifar10	FedProx	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
75	Cifar10	FedProx	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
76	Cifar10	FedProx	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
77	Cifar10	FedProx	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
78	Cifar10	FedProx	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
79	Cifar10	FedProx	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
80	Cifar10	FedProx	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
81	FashionMNIST	cwFedAvg	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
82	FashionMNIST	cwFedAvg	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
83	FashionMNIST	cwFedAvg	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
84	FashionMNIST	cwFedAvg	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
85	FashionMNIST	cwFedAvg	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
86	FashionMNIST	cwFedAvg	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
87	FashionMNIST	cwFedAvg	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
88	FashionMNIST	cwFedAvg	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
89	FashionMNIST	cwFedAvg	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
90	FashionMNIST	cwFedAvg	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
91	FashionMNIST	FedALA	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
92	FashionMNIST	FedALA	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
93	FashionMNIST	FedALA	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
94	FashionMNIST	FedALA	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
95	FashionMNIST	FedALA	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
96	FashionMNIST	FedALA	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
97	FashionMNIST	FedALA	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
98	FashionMNIST	FedALA	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
99	FashionMNIST	FedALA	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
100	FashionMNIST	FedALA	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
101	FashionMNIST	FedAS	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
102	FashionMNIST	FedAS	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
103	FashionMNIST	FedAS	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
104	FashionMNIST	FedAS	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
105	FashionMNIST	FedAS	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
106	FashionMNIST	FedAS	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
107	FashionMNIST	FedAS	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
108	FashionMNIST	FedAS	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
109	FashionMNIST	FedAS	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
110	FashionMNIST	FedAS	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
111	FashionMNIST	FedAvg	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
112	FashionMNIST	FedAvg	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
113	FashionMNIST	FedAvg	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
114	FashionMNIST	FedAvg	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
115	FashionMNIST	FedAvg	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
116	FashionMNIST	FedAvg	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
117	FashionMNIST	FedAvg	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
118	FashionMNIST	FedAvg	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
119	FashionMNIST	FedAvg	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
120	FashionMNIST	FedAvg	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
121	FashionMNIST	FedBN	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
122	FashionMNIST	FedBN	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
123	FashionMNIST	FedBN	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
124	FashionMNIST	FedBN	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
125	FashionMNIST	FedBN	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
126	FashionMNIST	FedBN	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
127	FashionMNIST	FedBN	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
128	FashionMNIST	FedBN	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
129	FashionMNIST	FedBN	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
130	FashionMNIST	FedBN	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
131	FashionMNIST	FedCross	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
132	FashionMNIST	FedCross	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
133	FashionMNIST	FedCross	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
134	FashionMNIST	FedCross	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
135	FashionMNIST	FedCross	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
136	FashionMNIST	FedCross	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
137	FashionMNIST	FedCross	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
138	FashionMNIST	FedCross	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
139	FashionMNIST	FedCross	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
140	FashionMNIST	FedCross	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
141	FashionMNIST	pFedMe	0.0	1	1	0	FashionMNIST_splitgp_pat_rho0.0_nc50
142	FashionMNIST	pFedMe	0.0	2	2	0	FashionMNIST_splitgp_pat_rho0.0_nc50
143	FashionMNIST	pFedMe	0.0	3	3	0	FashionMNIST_splitgp_pat_rho0.0_nc50
144	FashionMNIST	pFedMe	0.2	1	1	0	FashionMNIST_splitgp_pat_rho0.2_nc50
145	FashionMNIST	pFedMe	0.2	2	2	0	FashionMNIST_splitgp_pat_rho0.2_nc50
146	FashionMNIST	pFedMe	0.2	3	3	0	FashionMNIST_splitgp_pat_rho0.2_nc50
147	FashionMNIST	pFedMe	0.4	1	1	0	FashionMNIST_splitgp_pat_rho0.4_nc50
148	FashionMNIST	pFedMe	0.4	2	2	0	FashionMNIST_splitgp_pat_rho0.4_nc50
149	FashionMNIST	pFedMe	0.4	3	3	0	FashionMNIST_splitgp_pat_rho0.4_nc50
150	FashionMNIST	pFedMe	0.6	1	1	0	FashionMNIST_splitgp_pat_rho0.6_nc50
151	FashionMNIST	pFedMe	0.6	2	2	0	FashionMNIST_splitgp_pat_rho0.6_nc50
152	FashionMNIST	pFedMe	0.6	3	3	0	FashionMNIST_splitgp_pat_rho0.6_nc50
153	FashionMNIST	pFedMe	0.8	1	1	0	FashionMNIST_splitgp_pat_rho0.8_nc50
154	FashionMNIST	pFedMe	0.8	2	2	0	FashionMNIST_splitgp_pat_rho0.8_nc50
155	FashionMNIST	pFedMe	0.8	3	3	0	FashionMNIST_splitgp_pat_rho0.8_nc50
156	FashionMNIST	FedProx	0.0	1	1	0	FashionMNIST_splitgp_pat_rho0.0_nc50
157	FashionMNIST	FedProx	0.0	2	2	0	FashionMNIST_splitgp_pat_rho0.0_nc50
158	FashionMNIST	FedProx	0.0	3	3	0	FashionMNIST_splitgp_pat_rho0.0_nc50
159	FashionMNIST	FedProx	0.2	1	1	0	FashionMNIST_splitgp_pat_rho0.2_nc50
160	FashionMNIST	FedProx	0.2	2	2	0	FashionMNIST_splitgp_pat_rho0.2_nc50
161	FashionMNIST	FedProx	0.2	3	3	0	FashionMNIST_splitgp_pat_rho0.2_nc50
162	FashionMNIST	FedProx	0.4	1	1	0	FashionMNIST_splitgp_pat_rho0.4_nc50
163	FashionMNIST	FedProx	0.4	2	2	0	FashionMNIST_splitgp_pat_rho0.4_nc50
164	FashionMNIST	FedProx	0.4	3	3	0	FashionMNIST_splitgp_pat_rho0.4_nc50
165	FashionMNIST	FedProx	0.6	1	1	0	FashionMNIST_splitgp_pat_rho0.6_nc50
166	FashionMNIST	FedProx	0.6	2	2	0	FashionMNIST_splitgp_pat_rho0.6_nc50
167	FashionMNIST	FedProx	0.6	3	3	0	FashionMNIST_splitgp_pat_rho0.6_nc50
168	FashionMNIST	FedProx	0.8	1	1	0	FashionMNIST_splitgp_pat_rho0.8_nc50
169	FashionMNIST	FedProx	0.8	2	2	0	FashionMNIST_splitgp_pat_rho0.8_nc50
170	FashionMNIST	FedProx	0.8	3	3	0	FashionMNIST_splitgp_pat_rho0.8_nc50
