dataset_base,algorithm,rho,num_clients,complete_before,queued_runs,existing_acc_csvs
Cifar10,FedBN,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_033545/acc.csv
Cifar10,FedBN,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_040914/acc.csv
Cifar10,FedBN,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_044248/acc.csv
Cifar10,FedCross,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_051622/acc.csv
Cifar10,FedCross,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_060622/acc.csv
Cifar10,FedCross,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260603/time_065618/acc.csv
Cifar10,FedCross,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260603/time_080058/acc.csv
Cifar10,FedCross,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260603/time_085548/acc.csv
Cifar10,pFedMe,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.0/NC_50/date_20260603/time_131203/acc.csv
Cifar10,pFedMe,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.2/NC_50/date_20260603/time_224805/acc.csv
Cifar10,pFedMe,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.4/NC_50/date_20260604/time_064203/acc.csv
Cifar10,pFedMe,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.6/NC_50/date_20260606/time_002607/acc.csv
Cifar10,pFedMe,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/pFedMe/GM_VGG8/splitgp_rho0.8/NC_50/date_20260607/time_034858/acc.csv
Cifar10,FedProx,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.0/NC_50/date_20260609/time_010734/acc.csv
Cifar10,FedProx,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.2/NC_50/date_20260609/time_040810/acc.csv
Cifar10,FedProx,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.4/NC_50/date_20260609/time_051607/acc.csv
Cifar10,FedProx,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.6/NC_50/date_20260609/time_055514/acc.csv
Cifar10,FedProx,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/cifar10/FedProx/GM_VGG8/splitgp_rho0.8/NC_50/date_20260609/time_111304/acc.csv
FashionMNIST,cwFedAvg,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_011539/acc.csv
FashionMNIST,cwFedAvg,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_085208/acc.csv
FashionMNIST,cwFedAvg,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_093651/acc.csv
FashionMNIST,cwFedAvg,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_102145/acc.csv
FashionMNIST,cwFedAvg,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_110658/acc.csv
FashionMNIST,FedALA,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_114614/acc.csv
FashionMNIST,FedALA,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_121746/acc.csv
FashionMNIST,FedALA,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_124910/acc.csv
FashionMNIST,FedALA,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_131944/acc.csv
FashionMNIST,FedALA,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedALA/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_135004/acc.csv
FashionMNIST,FedAS,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_142133/acc.csv
FashionMNIST,FedAS,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_153049/acc.csv
FashionMNIST,FedAS,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_164010/acc.csv
FashionMNIST,FedAS,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_174906/acc.csv
FashionMNIST,FedAS,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAS/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_185810/acc.csv
FashionMNIST,FedAvg,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_201109/acc.csv
FashionMNIST,FedAvg,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_204154/acc.csv
FashionMNIST,FedAvg,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_211205/acc.csv
FashionMNIST,FedAvg,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260610/time_214231/acc.csv
FashionMNIST,FedAvg,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260610/time_221342/acc.csv
FashionMNIST,FedBN,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.0/NC_50/date_20260610/time_224439/acc.csv
FashionMNIST,FedBN,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.2/NC_50/date_20260610/time_231048/acc.csv
FashionMNIST,FedBN,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.4/NC_50/date_20260610/time_233705/acc.csv
FashionMNIST,FedBN,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.6/NC_50/date_20260611/time_000325/acc.csv
FashionMNIST,FedBN,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260611/time_002947/acc.csv
FashionMNIST,FedCross,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260611/time_005610/acc.csv
FashionMNIST,FedCross,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260611/time_013707/acc.csv
FashionMNIST,FedCross,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260611/time_021642/acc.csv
FashionMNIST,FedCross,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260611/time_025906/acc.csv
FashionMNIST,FedCross,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260611/time_033944/acc.csv
FashionMNIST,pFedMe,0.0,50,0,3,
FashionMNIST,pFedMe,0.2,50,0,3,
FashionMNIST,pFedMe,0.4,50,0,3,
FashionMNIST,pFedMe,0.6,50,0,3,
FashionMNIST,pFedMe,0.8,50,0,3,
FashionMNIST,FedProx,0.0,50,0,3,
FashionMNIST,FedProx,0.2,50,0,3,
FashionMNIST,FedProx,0.4,50,0,3,
FashionMNIST,FedProx,0.6,50,0,3,
FashionMNIST,FedProx,0.8,50,0,3,
