idx,total_jobs,global_job_idx,worker_id,num_workers,dataset_base,algorithm,rho,num_clients,seed,run_ordinal,target_runs,dataset,status,exit_code,start_utc,end_utc,run_log,complete_before,complete_after,latest_complete_acc_csv
12,30,12,0,1,Cifar10,cwFedAvg,0.6,50,3,3,3,Cifar10_splitgp_pat_rho0.6_nc50,ok,0,2026-06-18T23:23:55Z,2026-06-19T00:06:39Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g12_q12_Cifar10_cwFedAvg_rho0p6_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/cifar10/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260619/time_082402/acc.csv
11,30,11,0,1,Cifar10,cwFedAvg,0.6,50,2,2,3,Cifar10_splitgp_pat_rho0.6_nc50,ok,0,2026-06-18T23:23:39Z,2026-06-19T00:06:46Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g11_q11_Cifar10_cwFedAvg_rho0p6_nc50_seed2_run2.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/cifar10/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260619/time_082402/acc.csv
14,30,14,0,1,Cifar10,cwFedAvg,0.8,50,2,2,3,Cifar10_splitgp_pat_rho0.8_nc50,ok,0,2026-06-19T00:06:46Z,2026-06-19T00:37:38Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g14_q14_Cifar10_cwFedAvg_rho0p8_nc50_seed2_run2.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/cifar10/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260619/time_090648/acc.csv
13,30,13,0,1,Cifar10,cwFedAvg,0.8,50,1,1,3,Cifar10_splitgp_pat_rho0.8_nc50,ok,0,2026-06-19T00:06:39Z,2026-06-19T00:37:39Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g13_q13_Cifar10_cwFedAvg_rho0p8_nc50_seed1_run1.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/cifar10/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260619/time_090648/acc.csv
16,30,16,0,1,FashionMNIST,cwFedAvg,0.0,50,1,1,3,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-19T00:37:39Z,2026-06-19T01:02:04Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g16_q16_FashionMNIST_cwFedAvg_rho0p0_nc50_seed1_run1.log,0,1,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260619/time_093742/acc.csv
15,30,15,0,1,Cifar10,cwFedAvg,0.8,50,3,3,3,Cifar10_splitgp_pat_rho0.8_nc50,ok,0,2026-06-19T00:37:38Z,2026-06-19T01:08:43Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g15_q15_Cifar10_cwFedAvg_rho0p8_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/cifar10/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260619/time_093741/acc.csv
17,30,17,0,1,FashionMNIST,cwFedAvg,0.0,50,2,2,3,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-19T01:02:04Z,2026-06-19T01:24:36Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g17_q17_FashionMNIST_cwFedAvg_rho0p0_nc50_seed2_run2.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260619/time_100207/acc.csv
18,30,18,0,1,FashionMNIST,cwFedAvg,0.0,50,3,3,3,FashionMNIST_splitgp_pat_rho0.0_nc50,ok,0,2026-06-19T01:08:43Z,2026-06-19T01:31:42Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g18_q18_FashionMNIST_cwFedAvg_rho0p0_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.0/NC_50/date_20260619/time_100846/acc.csv
19,30,19,0,1,FashionMNIST,cwFedAvg,0.2,50,1,1,3,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-19T01:24:36Z,2026-06-19T01:45:54Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g19_q19_FashionMNIST_cwFedAvg_rho0p2_nc50_seed1_run1.log,0,1,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260619/time_102438/acc.csv
20,30,20,0,1,FashionMNIST,cwFedAvg,0.2,50,2,2,3,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-19T01:31:42Z,2026-06-19T01:52:10Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g20_q20_FashionMNIST_cwFedAvg_rho0p2_nc50_seed2_run2.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260619/time_103145/acc.csv
21,30,21,0,1,FashionMNIST,cwFedAvg,0.2,50,3,3,3,FashionMNIST_splitgp_pat_rho0.2_nc50,ok,0,2026-06-19T01:45:54Z,2026-06-19T02:05:07Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g21_q21_FashionMNIST_cwFedAvg_rho0p2_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.2/NC_50/date_20260619/time_104557/acc.csv
22,30,22,0,1,FashionMNIST,cwFedAvg,0.4,50,1,1,3,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-19T01:52:10Z,2026-06-19T02:11:02Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g22_q22_FashionMNIST_cwFedAvg_rho0p4_nc50_seed1_run1.log,0,1,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260619/time_105213/acc.csv
23,30,23,0,1,FashionMNIST,cwFedAvg,0.4,50,2,2,3,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-19T02:05:07Z,2026-06-19T02:23:44Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g23_q23_FashionMNIST_cwFedAvg_rho0p4_nc50_seed2_run2.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260619/time_110509/acc.csv
24,30,24,0,1,FashionMNIST,cwFedAvg,0.4,50,3,3,3,FashionMNIST_splitgp_pat_rho0.4_nc50,ok,0,2026-06-19T02:11:02Z,2026-06-19T02:29:52Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g24_q24_FashionMNIST_cwFedAvg_rho0p4_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.4/NC_50/date_20260619/time_111105/acc.csv
25,30,25,0,1,FashionMNIST,cwFedAvg,0.6,50,1,1,3,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-19T02:23:44Z,2026-06-19T02:42:11Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g25_q25_FashionMNIST_cwFedAvg_rho0p6_nc50_seed1_run1.log,0,1,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260619/time_112346/acc.csv
26,30,26,0,1,FashionMNIST,cwFedAvg,0.6,50,2,2,3,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-19T02:29:52Z,2026-06-19T02:50:01Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g26_q26_FashionMNIST_cwFedAvg_rho0p6_nc50_seed2_run2.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260619/time_112955/acc.csv
27,30,27,0,1,FashionMNIST,cwFedAvg,0.6,50,3,3,3,FashionMNIST_splitgp_pat_rho0.6_nc50,ok,0,2026-06-19T02:42:11Z,2026-06-19T03:10:57Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g27_q27_FashionMNIST_cwFedAvg_rho0p6_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.6/NC_50/date_20260619/time_114213/acc.csv
28,30,28,0,1,FashionMNIST,cwFedAvg,0.8,50,1,1,3,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-19T02:50:02Z,2026-06-19T03:22:31Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g28_q28_FashionMNIST_cwFedAvg_rho0p8_nc50_seed1_run1.log,0,1,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260619/time_115004/acc.csv
29,30,29,0,1,FashionMNIST,cwFedAvg,0.8,50,2,2,3,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-19T03:10:57Z,2026-06-19T03:43:43Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g29_q29_FashionMNIST_cwFedAvg_rho0p8_nc50_seed2_run2.log,0,2,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260619/time_121100/acc.csv
30,30,30,0,1,FashionMNIST,cwFedAvg,0.8,50,3,3,3,FashionMNIST_splitgp_pat_rho0.8_nc50,ok,0,2026-06-19T03:22:31Z,2026-06-19T03:52:55Z,/home1/irteam/workspace/FedCD/FedCD-Baseline/batch_runs/cwfedavg_splitgp_rho_vgg8_3runs/date_20260618/time_192413/run_logs/g30_q30_FashionMNIST_cwFedAvg_rho0p8_nc50_seed3_run3.log,0,3,/home1/irteam/workspace/FedCD/FedCD-Baseline/logs/FashionMNIST/cwFedAvg/GM_VGG8/splitgp_rho0.8/NC_50/date_20260619/time_122234/acc.csv
